Period,Metric,Value,Ticker,Frequency
2025-09-30,Operating Expense,87858011000.0,TSM,quarterly
2025-09-30,Operating Expense,87858011000.0,TSM,quarterly
2025-09-30,Operating Income,500684818000.0,TSM,quarterly
2025-09-30,Operating Income,500684818000.0,TSM,quarterly
2025-09-30,Total Revenue,989918318000.0,TSM,quarterly
2025-09-30,Total Revenue,989918318000.0,TSM,quarterly
2025-12-31,Basic EPS,331.3,TSM,annual
2025-12-31,Basic EPS,97.5,TSM,quarterly
2025-12-31,Basic EPS,331.3,TSM,annual
2025-12-31,Basic EPS,97.5,TSM,quarterly
2025-12-31,Cost Of Revenue,1527760300000.0,TSM,annual
2025-12-31,Cost Of Revenue,394103592000.0,TSM,quarterly
2025-12-31,Cost Of Revenue,1527760300000.0,TSM,annual
2025-12-31,Cost Of Revenue,394103592000.0,TSM,quarterly
2025-12-31,EBITDA,2742121500000.0,TSM,annual
2025-12-31,EBITDA,757510662000.0,TSM,quarterly
2025-12-31,EBITDA,2742121500000.0,TSM,annual
2025-12-31,EBITDA,757510662000.0,TSM,quarterly
2025-12-31,Gross Profit,2281294000000.0,TSM,annual
2025-12-31,Gross Profit,651986857000.0,TSM,quarterly
2025-12-31,Gross Profit,2281294000000.0,TSM,annual
2025-12-31,Gross Profit,651986857000.0,TSM,quarterly
2025-12-31,Net Income,1697604000000.0,TSM,annual
2025-12-31,Net Income,485465363000.0,TSM,quarterly
2025-12-31,Net Income,1697604000000.0,TSM,annual
2025-12-31,Net Income,485465363000.0,TSM,quarterly
2025-12-31,Operating Expense,345198400000.0,TSM,annual
2025-12-31,Operating Expense,87080521000.0,TSM,quarterly
2025-12-31,Operating Expense,345198400000.0,TSM,annual
2025-12-31,Operating Expense,87080521000.0,TSM,quarterly
2025-12-31,Operating Income,1936095600000.0,TSM,annual
2025-12-31,Operating Income,564906336000.0,TSM,quarterly
2025-12-31,Operating Income,1936095600000.0,TSM,annual
2025-12-31,Operating Income,564906336000.0,TSM,quarterly
2025-12-31,Total Revenue,3809054300000.0,TSM,annual
2025-12-31,Total Revenue,1046090449000.0,TSM,quarterly
2025-12-31,Total Revenue,3809054300000.0,TSM,annual
2025-12-31,Total Revenue,1046090449000.0,TSM,quarterly
2026-03-31,Basic EPS,110.4,TSM,quarterly
2026-03-31,Basic EPS,110.4,TSM,quarterly
2026-03-31,Cost Of Revenue,,TSM,quarterly
2026-03-31,Cost Of Revenue,,TSM,quarterly
2026-03-31,EBITDA,,TSM,quarterly
2026-03-31,EBITDA,,TSM,quarterly
2026-03-31,Gross Profit,,TSM,quarterly
2026-03-31,Gross Profit,,TSM,quarterly
2026-03-31,Net Income,,TSM,quarterly
2026-03-31,Net Income,,TSM,quarterly
2026-03-31,Operating Expense,,TSM,quarterly
2026-03-31,Operating Expense,,TSM,quarterly
2026-03-31,Operating Income,,TSM,quarterly
2026-03-31,Operating Income,,TSM,quarterly
2026-03-31,Total Revenue,,TSM,quarterly
2026-03-31,Total Revenue,,TSM,quarterly
2021-12-31,Basic EPS,,UNH,annual
2021-12-31,Cost Of Revenue,,UNH,annual
2021-12-31,EBITDA,,UNH,annual
2021-12-31,Gross Profit,,UNH,annual
2021-12-31,Net Income,,UNH,annual
2021-12-31,Operating Expense,,UNH,annual
2021-12-31,Operating Income,,UNH,annual
2021-12-31,Total Revenue,,UNH,annual
2022-12-31,Basic EPS,21.541756,UNH,annual
2022-12-31,Cost Of Revenue,244545000000.0,UNH,annual
2022-12-31,EBITDA,31835000000.0,UNH,annual
2022-12-31,Gross Profit,79617000000.0,UNH,annual
2022-12-31,Net Income,20120000000.0,UNH,annual
2022-12-31,Operating Expense,51182000000.0,UNH,annual
2022-12-31,Operating Income,28435000000.0,UNH,annual
2022-12-31,Total Revenue,324162000000.0,UNH,annual
2023-12-31,Basic EPS,24.221861,UNH,annual
2023-12-31,Cost Of Revenue,280664000000.0,UNH,annual
2023-12-31,EBITDA,36330000000.0,UNH,annual
2023-12-31,Gross Profit,90958000000.0,UNH,annual
2023-12-31,Net Income,22381000000.0,UNH,annual
2023-12-31,Operating Expense,58600000000.0,UNH,annual
2023-12-31,Operating Income,32358000000.0,UNH,annual
2023-12-31,Total Revenue,371622000000.0,UNH,annual
2024-09-30,Basic EPS,,UNH,quarterly
2024-09-30,Cost Of Revenue,,UNH,quarterly
2024-09-30,EBITDA,,UNH,quarterly
2024-09-30,Gross Profit,,UNH,quarterly
2024-09-30,Net Income,,UNH,quarterly
2024-09-30,Operating Expense,,UNH,quarterly
2024-09-30,Operating Income,,UNH,quarterly
2024-09-30,Total Revenue,,UNH,quarterly
2024-12-31,Basic EPS,15.743169,UNH,annual
2024-12-31,Cost Of Revenue,310879000000.0,UNH,annual
2024-12-31,EBITDA,28076000000.0,UNH,annual
2024-12-31,Gross Profit,89399000000.0,UNH,annual
2024-12-31,Net Income,14405000000.0,UNH,annual
2024-12-31,Operating Expense,57112000000.0,UNH,annual
2024-12-31,Operating Income,32287000000.0,UNH,annual
2024-12-31,Total Revenue,400278000000.0,UNH,annual
2025-03-31,Basic EPS,6.9,UNH,quarterly
2025-03-31,Cost Of Revenue,85801000000.0,UNH,quarterly
2025-03-31,EBITDA,10165000000.0,UNH,quarterly
2025-03-31,Gross Profit,23774000000.0,UNH,quarterly
2025-03-31,Net Income,6292000000.0,UNH,quarterly
2025-03-31,Operating Expense,14655000000.0,UNH,quarterly
2025-03-31,Operating Income,9119000000.0,UNH,quarterly
2025-03-31,Total Revenue,109575000000.0,UNH,quarterly
2025-06-30,Basic EPS,3.76,UNH,quarterly
2025-06-30,Cost Of Revenue,91604000000.0,UNH,quarterly
2025-06-30,EBITDA,6193000000.0,UNH,quarterly
2025-06-30,Gross Profit,20012000000.0,UNH,quarterly
2025-06-30,Net Income,3406000000.0,UNH,quarterly
2025-06-30,Operating Expense,14862000000.0,UNH,quarterly
2025-06-30,Operating Income,5150000000.0,UNH,quarterly
2025-06-30,Total Revenue,111616000000.0,UNH,quarterly
2025-09-30,Basic EPS,2.59,UNH,quarterly
2025-09-30,Cost Of Revenue,92524000000.0,UNH,quarterly
2025-09-30,EBITDA,5331000000.0,UNH,quarterly
2025-09-30,Gross Profit,20637000000.0,UNH,quarterly
2025-09-30,Net Income,2348000000.0,UNH,quarterly
2025-09-30,Operating Expense,16322000000.0,UNH,quarterly
2025-09-30,Operating Income,4315000000.0,UNH,quarterly
2025-09-30,Total Revenue,113161000000.0,UNH,quarterly
2025-12-31,Basic EPS,13.28,UNH,annual
2025-12-31,Basic EPS,0.011039,UNH,quarterly
2025-12-31,Cost Of Revenue,364650000000.0,UNH,annual
2025-12-31,Cost Of Revenue,94721000000.0,UNH,quarterly
2025-12-31,EBITDA,23060000000.0,UNH,annual
2025-12-31,EBITDA,1371000000.0,UNH,quarterly
2025-12-31,Gross Profit,82917000000.0,UNH,annual
2025-12-31,Gross Profit,18494000000.0,UNH,quarterly
2025-12-31,Net Income,12056000000.0,UNH,annual
2025-12-31,Net Income,10000000.0,UNH,quarterly
2025-12-31,Operating Expense,63953000000.0,UNH,annual
2025-12-31,Operating Expense,18114000000.0,UNH,quarterly
2025-12-31,Operating Income,18964000000.0,UNH,annual
2025-12-31,Operating Income,380000000.0,UNH,quarterly
2025-12-31,Total Revenue,447567000000.0,UNH,annual
2025-12-31,Total Revenue,113215000000.0,UNH,quarterly
2026-03-31,Basic EPS,6.92,UNH,quarterly
2026-03-31,Cost Of Revenue,86312000000.0,UNH,quarterly
2026-03-31,EBITDA,9947000000.0,UNH,quarterly
2026-03-31,Gross Profit,25409000000.0,UNH,quarterly
2026-03-31,Net Income,6280000000.0,UNH,quarterly
2026-03-31,Operating Expense,16419000000.0,UNH,quarterly
2026-03-31,Operating Income,8990000000.0,UNH,quarterly
2026-03-31,Total Revenue,111721000000.0,UNH,quarterly
2021-12-31,Basic EPS,,VIST,annual
2021-12-31,Cost Of Revenue,,VIST,annual
2021-12-31,EBITDA,,VIST,annual
2021-12-31,Gross Profit,,VIST,annual
2021-12-31,Net Income,,VIST,annual
2021-12-31,Operating Expense,,VIST,annual
2021-12-31,Operating Income,,VIST,annual
2021-12-31,Total Revenue,,VIST,annual
2022-12-31,Basic EPS,3.068,VIST,annual
2022-12-31,Cost Of Revenue,557424000.0,VIST,annual
2022-12-31,EBITDA,701552000.0,VIST,annual
2022-12-31,Gross Profit,630236000.0,VIST,annual
2022-12-31,Net Income,269535000.0,VIST,annual
2022-12-31,Operating Expense,100558000.0,VIST,annual
2022-12-31,Operating Income,529678000.0,VIST,annual
2022-12-31,Total Revenue,1187660000.0,VIST,annual
2023-12-31,Basic EPS,4.237,VIST,annual
2023-12-31,Cost Of Revenue,577525000.0,VIST,annual
2023-12-31,EBITDA,848372000.0,VIST,annual
2023-12-31,Gross Profit,591249000.0,VIST,annual
2023-12-31,Net Income,396955000.0,VIST,annual
2023-12-31,Operating Expense,-65099000.0,VIST,annual
2023-12-31,Operating Income,656348000.0,VIST,annual
2023-12-31,Total Revenue,1168774000.0,VIST,annual
2024-09-30,Basic EPS,,VIST,quarterly
2024-09-30,Cost Of Revenue,,VIST,quarterly
2024-09-30,EBITDA,,VIST,quarterly
2024-09-30,Gross Profit,,VIST,quarterly
2024-09-30,Net Income,,VIST,quarterly
2024-09-30,Operating Expense,,VIST,quarterly
2024-09-30,Operating Income,,VIST,quarterly
2024-09-30,Total Revenue,,VIST,quarterly
2024-12-31,Basic EPS,4.979,VIST,annual
2024-12-31,Basic EPS,,VIST,quarterly
2024-12-31,Cost Of Revenue,830025000.0,VIST,annual
2024-12-31,Cost Of Revenue,,VIST,quarterly
2024-12-31,EBITDA,1095767000.0,VIST,annual
2024-12-31,EBITDA,,VIST,quarterly
2024-12-31,Gross Profit,817743000.0,VIST,annual
2024-12-31,Gross Profit,,VIST,quarterly
2024-12-31,Net Income,477521000.0,VIST,annual
2024-12-31,Net Income,,VIST,quarterly
2024-12-31,Operating Expense,196560000.0,VIST,annual
2024-12-31,Operating Expense,,VIST,quarterly
2024-12-31,Operating Income,621183000.0,VIST,annual
2024-12-31,Operating Income,,VIST,quarterly
2024-12-31,Total Revenue,1647768000.0,VIST,annual
2024-12-31,Total Revenue,,VIST,quarterly
2025-03-31,Basic EPS,0.858,VIST,quarterly
2025-03-31,Cost Of Revenue,226503000.0,VIST,quarterly
2025-03-31,EBITDA,286489000.0,VIST,quarterly
2025-03-31,Gross Profit,211953000.0,VIST,quarterly
2025-03-31,Net Income,82793000.0,VIST,quarterly
2025-03-31,Operating Expense,69762000.0,VIST,quarterly
2025-03-31,Operating Income,142191000.0,VIST,quarterly
2025-03-31,Total Revenue,438456000.0,VIST,quarterly
2025-06-30,Basic EPS,2.257,VIST,quarterly
2025-06-30,Cost Of Revenue,325346000.0,VIST,quarterly
2025-06-30,EBITDA,517979000.0,VIST,quarterly
2025-06-30,Gross Profit,285196000.0,VIST,quarterly
2025-06-30,Net Income,235289000.0,VIST,quarterly
2025-06-30,Operating Expense,65208000.0,VIST,quarterly
2025-06-30,Operating Income,219988000.0,VIST,quarterly
2025-06-30,Total Revenue,610542000.0,VIST,quarterly
2025-09-30,Basic EPS,3.006,VIST,quarterly
2025-09-30,Cost Of Revenue,368944000.0,VIST,quarterly
2025-09-30,EBITDA,699268000.0,VIST,quarterly
2025-09-30,Gross Profit,337191000.0,VIST,quarterly
2025-09-30,Net Income,315286000.0,VIST,quarterly
2025-09-30,Operating Expense,84856000.0,VIST,quarterly
2025-09-30,Operating Income,252335000.0,VIST,quarterly
2025-09-30,Total Revenue,706135000.0,VIST,quarterly
2025-12-31,Basic EPS,7.015,VIST,annual
2025-12-31,Basic EPS,0.822,VIST,quarterly
2025-12-31,Cost Of Revenue,1299167000.0,VIST,annual
2025-12-31,Cost Of Revenue,378374000.0,VIST,quarterly
2025-12-31,EBITDA,1973231000.0,VIST,annual
2025-12-31,EBITDA,469495000.0,VIST,quarterly
2025-12-31,Gross Profit,1175030000.0,VIST,annual
2025-12-31,Gross Profit,340690000.0,VIST,quarterly
2025-12-31,Net Income,719063000.0,VIST,annual
2025-12-31,Net Income,85695000.0,VIST,quarterly
2025-12-31,Operating Expense,346603000.0,VIST,annual
2025-12-31,Operating Expense,126777000.0,VIST,quarterly
2025-12-31,Operating Income,828427000.0,VIST,annual
2025-12-31,Operating Income,213913000.0,VIST,quarterly
2025-12-31,Total Revenue,2474197000.0,VIST,annual
2025-12-31,Total Revenue,719064000.0,VIST,quarterly
2026-03-31,Basic EPS,1.03,VIST,quarterly
2026-03-31,Cost Of Revenue,392655000.0,VIST,quarterly
2026-03-31,EBITDA,431149000.0,VIST,quarterly
2026-03-31,Gross Profit,472357000.0,VIST,quarterly
2026-03-31,Net Income,107713000.0,VIST,quarterly
2026-03-31,Operating Expense,256240000.0,VIST,quarterly
2026-03-31,Operating Income,216117000.0,VIST,quarterly
2026-03-31,Total Revenue,865012000.0,VIST,quarterly
2021-12-31,Basic EPS,,YPF,annual
2021-12-31,Cost Of Revenue,,YPF,annual
2021-12-31,EBITDA,,YPF,annual
2021-12-31,Gross Profit,,YPF,annual
2021-12-31,Net Income,,YPF,annual
2021-12-31,Operating Expense,,YPF,annual
2021-12-31,Operating Income,,YPF,annual
2021-12-31,Total Revenue,,YPF,annual
2022-12-31,Basic EPS,4.173073,YPF,annual
2022-12-31,Cost Of Revenue,13684000000.0,YPF,annual
2022-12-31,EBITDA,6706000000.0,YPF,annual
2022-12-31,Gross Profit,4753000000.0,YPF,annual
2022-12-31,Net Income,2228000000.0,YPF,annual
2022-12-31,Operating Expense,2293000000.0,YPF,annual
2022-12-31,Operating Income,2460000000.0,YPF,annual
2022-12-31,Total Revenue,18437000000.0,YPF,annual
2023-12-31,Basic EPS,-3.35,YPF,annual
2023-12-31,Cost Of Revenue,13853000000.0,YPF,annual
2023-12-31,EBITDA,2560000000.0,YPF,annual
2023-12-31,Gross Profit,3142000000.0,YPF,annual
2023-12-31,Net Income,-1312000000.0,YPF,annual
2023-12-31,Operating Expense,2049000000.0,YPF,annual
2023-12-31,Operating Income,1093000000.0,YPF,annual
2023-12-31,Total Revenue,16995000000.0,YPF,annual
2024-12-31,Basic EPS,5.99,YPF,annual
2024-12-31,Basic EPS,-0.74,YPF,quarterly
2024-12-31,Cost Of Revenue,13910000000.0,YPF,annual
2024-12-31,Cost Of Revenue,3756000000.0,YPF,quarterly
2024-12-31,EBITDA,4791000000.0,YPF,annual
2024-12-31,EBITDA,513000000.0,YPF,quarterly
2024-12-31,Gross Profit,5214000000.0,YPF,annual
2024-12-31,Gross Profit,1001000000.0,YPF,quarterly
2024-12-31,Net Income,2348000000.0,YPF,annual
2024-12-31,Net Income,-290000000.0,YPF,quarterly
2024-12-31,Operating Expense,3228000000.0,YPF,annual
2024-12-31,Operating Expense,1108000000.0,YPF,quarterly
2024-12-31,Operating Income,1986000000.0,YPF,annual
2024-12-31,Operating Income,-107000000.0,YPF,quarterly
2024-12-31,Total Revenue,19124000000.0,YPF,annual
2024-12-31,Total Revenue,4757000000.0,YPF,quarterly
2025-03-31,Basic EPS,-0.04,YPF,quarterly
2025-03-31,Cost Of Revenue,3329000000.0,YPF,quarterly
2025-03-31,EBITDA,1080000000.0,YPF,quarterly
2025-03-31,Gross Profit,1271000000.0,YPF,quarterly
2025-03-31,Net Income,-16000000.0,YPF,quarterly
2025-03-31,Operating Expense,859000000.0,YPF,quarterly
2025-03-31,Operating Income,412000000.0,YPF,quarterly
2025-03-31,Total Revenue,4600000000.0,YPF,quarterly
2025-06-30,Basic EPS,0.13,YPF,quarterly
2025-06-30,Cost Of Revenue,3468000000.0,YPF,quarterly
2025-06-30,EBITDA,1186000000.0,YPF,quarterly
2025-06-30,Gross Profit,1173000000.0,YPF,quarterly
2025-06-30,Net Income,50000000.0,YPF,quarterly
2025-06-30,Operating Expense,770000000.0,YPF,quarterly
2025-06-30,Operating Income,403000000.0,YPF,quarterly
2025-06-30,Total Revenue,4641000000.0,YPF,quarterly
2025-09-30,Basic EPS,-0.53,YPF,quarterly
2025-09-30,Cost Of Revenue,3319000000.0,YPF,quarterly
2025-09-30,EBITDA,1432000000.0,YPF,quarterly
2025-09-30,Gross Profit,1324000000.0,YPF,quarterly
2025-09-30,Net Income,-206000000.0,YPF,quarterly
2025-09-30,Operating Expense,767000000.0,YPF,quarterly
2025-09-30,Operating Income,557000000.0,YPF,quarterly
2025-09-30,Total Revenue,4643000000.0,YPF,quarterly
2025-12-31,Basic EPS,-2.11,YPF,annual
2025-12-31,Basic EPS,-1.67,YPF,quarterly
2025-12-31,Cost Of Revenue,13348000000.0,YPF,annual
2025-12-31,Cost Of Revenue,3232000000.0,YPF,quarterly
2025-12-31,EBITDA,5048000000.0,YPF,annual
2025-12-31,EBITDA,1380000000.0,YPF,quarterly
2025-12-31,Gross Profit,4936000000.0,YPF,annual
2025-12-31,Gross Profit,1312000000.0,YPF,quarterly
2025-12-31,Net Income,-826000000.0,YPF,annual
2025-12-31,Net Income,-654000000.0,YPF,quarterly
2025-12-31,Operating Expense,3306000000.0,YPF,annual
2025-12-31,Operating Expense,863000000.0,YPF,quarterly
2025-12-31,Operating Income,1630000000.0,YPF,annual
2025-12-31,Operating Income,449000000.0,YPF,quarterly
2025-12-31,Total Revenue,18284000000.0,YPF,annual
2025-12-31,Total Revenue,4544000000.0,YPF,quarterly
